VC,PIR,Run,Throughput_flits_cycle_IP,Delay_cycles,Energy_J,Wireless_Utilization
16,0.06,6,0.0417205,4575.41,0.00124667,0.258389
16,0.06,7,0.0411953,4565.07,0.00124649,0.261413
16,0.06,8,0.0419679,4626.1,0.00124703,0.267766
16,0.06,9,0.0428607,4664.33,0.00124723,0.265019
16,0.06,10,0.0411554,4583.14,0.00124658,0.265559
16,0.07,1,0.0417018,4674.58,0.00124687,0.267522
16,0.07,2,0.0417422,4668.19,0.00124722,0.273699
16,0.07,3,0.0426115,4739.69,0.00124747,0.273667
16,0.07,4,0.0426432,4681.41,0.00124685,0.254304
16,0.07,5,0.0432639,4715.91,0.00124767,0.272683
16,0.07,6,0.0409891,4679.38,0.00124659,0.264269
16,0.07,7,0.0425273,4664.11,0.00124688,0.259835
16,0.07,8,0.0414275,4606.7,0.00124681,0.2679
16,0.07,9,0.042013,4627.61,0.00124696,0.265899
16,0.07,10,0.0428681,4644.52,0.00124744,0.269995
16,0.08,1,0.0406931,4766.96,0.0012466,0.267397
16,0.08,2,0.0428437,4764.06,0.00124703,0.260428
16,0.08,3,0.0421293,4743.39,0.00124676,0.25955
16,0.08,4,0.0402348,4719.27,0.00124635,0.268328
16,0.08,5,0.0422018,4714.87,0.00124727,0.274186
16,0.08,6,0.0420946,4714.91,0.00124701,0.265454
16,0.08,7,0.0428976,4773.01,0.00124692,0.254071
16,0.08,8,0.0432834,4756.36,0.00124733,0.264242
16,0.08,9,0.0430651,4755.51,0.00124736,0.266269
16,0.08,10,0.0425516,4776.75,0.00124727,0.267069
16,0.09,1,0.0429883,4828.01,0.00124679,0.251804
16,0.09,2,0.0388615,4712.07,0.00124587,0.26819
16,0.09,3,0.0407665,4742.23,0.00124687,0.27411
16,0.09,4,0.040434,4776.34,0.00124676,0.275688
16,0.09,5,0.0429952,4827.58,0.0012472,0.262265
16,0.09,6,0.0414158,4853.7,0.00124677,0.266717
16,0.09,7,0.0428937,4766.89,0.00124756,0.273585
16,0.09,8,0.0421489,4787.85,0.00124697,0.263787
16,0.09,9,0.039885,4646.61,0.001246,0.259795
16,0.09,10,0.0436085,4824.78,0.00124749,0.26426
16,0.10,1,0.0413086,4769.25,0.00124665,0.264912
16,0.10,2,0.0414102,4786.11,0.00124684,0.267199
16,0.10,3,0.0412999,4701.82,0.0012468,0.266624
16,0.10,4,0.0404952,4688.55,0.00124647,0.267618
16,0.10,5,0.0429371,4802.08,0.00124738,0.268272
16,0.10,6,0.0426272,4923.15,0.00124745,0.269117
16,0.10,7,0.0430972,4750.19,0.00124716,0.261166
16,0.10,8,0.0452474,4881.18,0.00124803,0.262841
16,0.10,9,0.0413824,4798.49,0.0012467,0.265135
16,0.10,10,0.0429314,4863.49,0.00124732,0.26617
